asassn_id,other_ids,atel_tns,ra,dec,discovery_ut,v_g_mag,sdss,dss,vizier,spectroscopic_class,comments,ra_deg,dec_deg
,AT2023efm (= Gaia23bfq),-,21:38:24.26,-43:6:33,2023-04-10.41,15.22,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/21.825, Type unknown",324.60108333333335,-43.10916666666667
,AT2023esp (= ATLAS23hjb),-,6:46:53.91,15:35:55.3,2023-04-10.04,15.52,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/04/09.253, Type unknown",101.72462499999999,15.598694444444446
ASASSN-23cm,,-,11:43:31.37,-70:10:32.3,2023-04-8,15.75,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=20.7, g>16.8 on 2023-04-06.24, g=15.7 on 2023-04-06.24, g=16.2 on 2023-04-09.73, g=16.4 on 2023-04-09.73",175.88070833333333,-70.1756388888889
,AT2023edy (= Gaia23bey),-,8:13:51.31,-61:28:38.7,2023-04-3.79,15.89,SDSS,DSS,VIZIER,-,"known transient, z unknown, discovered 2023/03/20.807, Type CV",123.46379166666667,-61.47741666666667
,AT2023cvz (= Gaia23bay),-,19:49:43.05,10:43:41.9,2023-04-2.15,13.19,SDSS,DSS,VIZIER,-,"known transient, z unknown, discovered 2023/03/07.959, Type CV",297.429375,10.728305555555556
,AT2023elj (= ATLAS23evo),-,11:43:12.58,-43:39:52.2,2023-04-1.8,14.1,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/04/01.086, Type unknown",175.80241666666666,-43.6645
ASASSN-23cl,,-,19:33:36.56,-13:47:55.8,2023-04-1.05,15.39,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.6, g>18.5 on 2023-03-27.61, g=16.5 on 2023-03-31.06, g=15.8 on 2023-04-01.05",293.40233333333333,-13.798833333333333
ASASSN-23ck,,-,17:23:37.38,19:2:52.5,2023-03-31.36,14.27,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.7, g>18.1 on 2023-03-30.33, g=14.5 on 2023-03-31.36, g=14.0 on 2023-04-01.46, g=14.7 on 2023-04-03.48",260.90575,19.04791666666667
,AT2023dpc (= ATLAS23dxa),-,13:39:53.6,-30:55:55,2023-03-30.22,17.19,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/18.976, Type unknown",204.97333333333333,-30.931944444444447
ASASSN-23cj,,-,18:43:47.98,-53:28:4.1,2023-03-30.29,16.78,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=19.0, g>17.8 on 2023-03-26.31, g=17.2 on 2023-03-27.31, g=17.1 on 2023-03-30.29, g=17.4 on 2023-03-31.31.",280.94991666666664,-53.46780555555556
ASASSN-23ci,,-,19:33:18.82,-55:17:58.9,2023-03-30.32,13.92,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.9 on 2023-03-28.36, g=14.3 on 2023-03-30.32, g=14.7 on 2023-03-31.35.",293.32841666666667,-55.29969444444444
ASASSN-23ch,AT 2023ehl,-,20:25:10.74,5:15:24.3,2023-03-29.39,16.91,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",306.29475,5.25675
,2023day (= ZTF23aadbzqx),-,14:13:36.77,-5:43:49.4,2023-03-29.26,16.61,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.035568 discovered 2023/03/13.440, Type Ia",213.4032083333333,-5.730388888888889
ASASSN-23cg,--,-,18:25:50.06,-25:13:23.4,2023-03-29.02,15.12,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=19.8, g>17.3 on 2023-03-18.07, g=17.5 on 2023-03-20.31, g=15.3 on 2023-03-29.02, g=16.0 on 2023-03-30.28",276.45858333333337,-25.223166666666664
,2023dof (= ATLAS23dvj),-,5:30:14.48,-8:45:51.2,2023-03-29.01,15.65,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.017009 discovered 2023/03/17.749, Type Ia",82.56033333333333,-8.764222222222223
,AT2023dwx (= ATLAS23eiu),-,20:39:37.96,-66:48:34.5,2023-03-28.37,16.18,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/25.331, Type unknown",309.90816666666666,-66.80958333333334
,2023dpf (= ZTF23aadqctr),-,15:32:1.9,4:51:5.6,2023-03-27.53,17.47,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.053 discovered 2023/03/18.460, Type Ia",233.00791666666666,4.851555555555556
ASASSN-23cb,AT 2023dzc,-,6:11:58.43,58:48:58.6,2023-03-27.27,15.63,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",92.99345833333334,58.81627777777778
,AT2023dce (= ZTF23aadbbxv),-,14:50:26.43,85:48:48.9,2023-03-26.33,17.32,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/13.333, Type unknown",222.610125,85.81358333333333
,AT2023dtz (= ATLAS23eey),-,12:41:25.02,13:43:51.4,2023-03-26.44,16.43,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.02, discovered 2023/03/21.514, Type Ia",190.35425,13.730944444444445
ASASSN-23cf,,-,18:5:50.28,-51:58:34.8,2023-03-26.27,13.85,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=19.8, g>17.6 on 2023-03-23.11, g=15.6 on 2023-03-25.29, g=14.3 on 2023-03-26.27, g=15.0 on 2023-03-28.25",271.45949999999993,-51.976333333333336
ASASSN-23ce,--,-,17:56:27.94,-17:14:54,2023-03-26.59,16.37,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=19.9, g>18.0 on 2023-02-14.09, g=14.0 on 2023-02-24.09, g=16.6 on 2023-03-18.08, g=16.4 on 2023-03-28.10",269.1164166666667,-17.248333333333335
,AT2023eii (= Gaia23bhs),-,20:43:50.81,-1:52:39.6,2023-03-25.4,16.35,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/17.292, Type unknown",310.9617083333333,-1.8776666666666666
,AT2023deg (= ATLAS23dsr),-,14:18:33.08,49:27:13.5,2023-03-25.45,17.75,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.074521, discovered 2023/03/16.509, Type unknown",214.63783333333336,49.45375
ASASSN-23ca,SN 2023dwu,-,9:23:16.89,72:3:48.6,2023-03-25.27,16.81,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",140.82037499999998,72.06349999999999
,AT2023cqj (= KATS23D001),-,8:5:32.14,49:24:2.9,2023-03-25.26,17.85,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.057760, discovered 2023/02/27.560, Type unknown",121.38391666666668,49.40080555555556
ASASSN-23cd,,-,18:25:8.84,-45:9:53.4,2023-03-25.33,16.08,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.9 on 2023-03-24.32, g=16.4 on 2023-03-25.33, g=16.5 on 2023-03-26.29, g=16.9 on 2023-03-28.27",276.2868333333334,-45.164833333333334
,AT2023bdp (= ATLAS23biu),-,13:35:5.83,-15:52:1.1,2023-03-24.24,16.86,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/01/25.246, Type unknown",203.77429166666667,-15.866972222222223
ASASSN-23cc,,-,20:30:54.61,15:13:46.5,2023-03-24.41,14.86,SDSS,DSS,VIZIER,-,"CV candidate, matches to SDSS g=20.8, g>18.1 on 2022-12-16.04, g=14.1 on 2023-03-18.62, g=15.2 on 2023-03-24.40, g=15.6 on 2023-03-27.40.",307.7275416666667,15.229583333333334
,AT2023ddz (= MASTER OT J025836.83-393000.5),-,2:58:36.86,-39:30:0.2,2023-03-23.99,16.13,SDSS,DSS,VIZIER,-,"known Nova candidate, z unknown, discovered 2023/03/15.784, Type Nova",44.65358333333334,-39.500055555555555
ASASSN-23bz,,-,2:15:19.15,-69:49:0.1,2023-03-21.77,17.52,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.0 on 2023-03-08.75, g=17.9 on 2023-03-11.05, g=17.6 on 2023-03-11.80, g=17.8 on 2023-03-21.77",33.829791666666665,-69.81669444444444
,2023cvf (= ATLAS23dhw),-,18:21:0.06,-63:20:51.1,2023-03-22.31,16.77,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.0154, discovered 2023/03/09.345, Type I",275.25025000000005,-63.34752777777778
,2023czd (= ATLAS23dpx),-,13:2:35.09,27:26:21.9,2023-03-21.94,15.63,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.018059 discovered 2023/03/12.981, Type Ia",195.64620833333333,27.439416666666666
ASASSN-23by,,-,14:43:0.32,-37:55:56,2023-03-22.03,16.81,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.9 on 2023-03-20.36, g=17.3 on 2023-03-22.03",220.75133333333335,-37.93222222222222
ASASSN-23bx,--,-,11:0:5.48,-23:48:34.2,2023-03-21.08,15.4,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=17.7, g>18.2 on 2023-03-16.03, g=15.0 on 2023-03-17.75, g=15.7 on 2023-03-21.08",165.02283333333332,-23.8095
ASASSN-23bw,,-,13:15:30.49,-30:52:19.7,2023-03-19.92,15.86,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.1, g>17.3 on 2023-03-09.25, g=15.2 on 2023-03-13.46, g=14.9 on 2023-03-14.47, g=16.4 on 2023-03-21.36.",198.87704166666666,-30.87213888888889
ASASSN-23bv,,-,5:55:44.92,3:0:44.6,2023-03-20.08,13.9,SDSS,DSS,VIZIER,-,"Bright M-dwarf flare, matches to SDSS g=18.7, g>17.9 on 2023-03-16.08, g=16.0 on 2023-03-17.09, g>18.0 on 2023-03-18.08, g=14.3 on 2023-03-20.09.",88.93716666666667,3.012388888888889
,AT2023dee (= ATLAS23dso),-,14:22:6.56,86:1:51.6,2023-03-19.37,16.59,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/16.553, Type unknown",215.52733333333333,86.031
,2023cum (= ATLAS23dhl),-,6:52:26.01,-50:43:15,2023-03-19.16,17.49,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.0461 discovered 2023/03/09.056, Type Ia",103.10837500000001,-50.72083333333334
,2023czc (= ZTF22abykdbm),-,10:15:16.72,5:23:11.3,2023-03-19.15,17.57,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.031245 discovered 2023/03/13.228, Type IIP",153.81966666666668,5.386472222222222
,AT2023avq (= Gaia23alc),-,18:56:19.92,-68:34:18.6,2023-03-19.32,17.69,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/01/25.379, Type unknown",284.08299999999997,-68.57183333333333
,2023cyo (= ATLAS23dnf),-,14:55:27.34,41:15:23.5,2023-03-19.47,15.68,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.016059 discovered 2023/03/12.494, Type Ia",223.86391666666665,41.25652777777778
,AT2023dgf (= ZTF18aclbvod),-,10:45:57.61,75:5:52.2,2023-03-19.45,17.05,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/13.248, Type unknown",161.49004166666668,75.09783333333333
ASASSN-23br,,-,15:5:1.15,-48:54:38.8,2023-03-18.92,12.57,SDSS,DSS,VIZIER,-,"Bright M-dwarf flare, matches to GAIA DR3 G=14.9, g>18.5 on 2023-03-17.91, g=13.0 on 2023-03-18.93, g>18.4 on 2023-03-20.15.",226.25479166666668,-48.910777777777774
ASASSN-23bu,--,-,19:55:29.31,58:24:57.9,2023-03-19.59,15.26,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.2, g>18.2 on 2023-02-24.50, g=18.0 on 2023-03-18.58, g=15.6 on 2023-03-19.59",298.87212500000004,58.41608333333333
ASASSN-23bt,,-,11:43:27.29,-46:24:21.7,2023-03-18.29,16.18,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=18.4, g>18.0 on 2023-03-14.30, g=17.7 on 2023-03-15.03, g=16.1 on 2023-03-17.36, g=17.2 on 2023-03-20.26",175.86370833333334,-46.40602777777778
,2023cxk (= ATLAS23dky),-,9:50:39.99,30:29:27.2,2023-03-17.22,16.28,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.029 discovered 2023/03/11.401, Type Ia",147.666625,30.49088888888889
,2023bvh (= ATLAS23cgo),-,8:46:16.79,27:21:5.2,2023-03-17.03,16.59,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.019 discovered 2023/02/18.186, Type II",131.56995833333335,27.351444444444446
ASASSN-23bs,,-,12:24:38.64,-58:23:28.4,2023-03-17.14,14.08,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=21.1, g>18.0 on 2023-03-14.13, g=14.8 on 2023-03-16.13, g=14.5 on 2023-03-17.14, g=15.3 on 2023-03-20.36",186.161,-58.39122222222222
,AT2023dpm (= ATLAS23dxc),-,6:46:10.56,25:2:39.7,2023-03-17.1,14.42,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/15.287, Type unknown",101.544,25.04436111111111
,AT2022sfe,-,20:0:29.29,34:53:9.1,2023-03-17.59,16.47,SDSS,DSS,VIZIER,-,"known transient, z unknown, discovered 2022/08/16.190, Type Nova",300.12204166666663,34.88586111111111
ASASSN-23bq,,-,14:27:52.15,-51:1:26.6,2023-03-13.38,15.81,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.0 on 2023-03-10.30, g=16.2 on 2023-03-13.38, g=16.6 on 2023-03-14.92.",216.96729166666665,-51.024055555555556
ASASSN-23bp,,-,8:12:5.25,-44:43:41.9,2023-03-9.75,16.42,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=21.1, g>17.6 on 2023-03-04.03, g=16.6 on 2023-03-08.79, g=17.0 on 2023-03-09.26, g=16.6 on 2023-03-10.04.",123.021875,-44.72830555555556
,2023cpt (= ATLAS23cxk),-,15:21:33.29,-13:5:25,2023-03-9.12,15.29,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.00758 discovered 2023/02/27.356, Type Ic",230.38870833333334,-13.090277777777779
ASASSN-23bn,,-,7:31:22.43,-45:54:47.6,2023-03-8.88,13.45,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.2 on 2023-03-07.14, g=14.1 on 2023-03-08.25, g=13.8 on 2023-03-08.89.",112.84345833333333,-45.913222222222224
,AT2023cta (= Gaia23ays),-,12:17:14.16,-38:0:22.1,2023-03-8.18,16.5,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/03/03.292, Type unknown",184.309,-38.00613888888889
ASASSN-23bm,,-,4:57:9.66,-22:55:20,2023-03-8.09,15.08,SDSS,DSS,VIZIER,-,"CV candidate, matches to DES DR2 g=15.2, g>17.4 on 2023-03-05.09, g=14.9 on 2023-03-06.10, g=15.3 on 2023-03-07.08, g=15.5 on 2023-03-09.09.",74.29025,-22.922222222222224
,2023cin (= ATLAS23cke),-,13:6:46.2,-20:45:9.5,2023-03-3.08,17.47,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.044 discovered 2023/02/20.263, Type Ia",196.6925,-20.75263888888889
,AT2023bsy (= ATLAS23cdy),-,14:7:34.63,-16:41:29,2023-03-2.24,17.58,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/02/15.041, Type unknown",211.89429166666667,-16.691388888888888
ASASSN-23bl,,-,16:22:35.45,-39:27:36.2,2023-03-2.05,14.39,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.1 on 2023-02-23.26, g=13.6 on 2023-02-24.27, g=14.6 on 2023-02-27.25, g=15.2 on 2023-03-03.39",245.64770833333336,-39.460055555555556
ASASSN-23bk,,-,18:19:52.89,-32:59:6.8,2023-03-2.35,15.89,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=20.7, g>18.1 on 2023-02-27.10, g=16.7 on 2023-02-28.33, g=16.3 on 2023-03-02.35, g=16.7 on 2023-03-03.12",274.970375,-32.98522222222223
ASASSN-23bj,,-,17:5:26.25,-50:59:18.5,2023-03-2.36,15.75,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=17.4, g>16.6 on 2023-02-07.38, g=16.5 on 2023-02-08.33, g=16.7 on 2023-02-23.29, g=16.1 on 2023-03-03.28",256.359375,-50.98847222222222
ASASSN-23bh,AT 2023cqz,-,11:30:13.01,24:10:11.3,2023-03-1.24,16.43,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",172.55420833333335,24.169805555555556
,2023bfs (= ZTF23aabrson),-,14:4:57.12,25:1:31.5,2023-03-1.03,17.14,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.035251 discovered 2023/02/02.476, Type II",211.23799999999997,25.025416666666665
ASASSN-23bi,,-,19:18:28.69,-31:9:6,2023-02-28.39,15.82,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=19.5, g>16.9 on 2023-02-26.39, g=16.3 on 2023-03-01.36, g=16.5 on 2023-03-02.14",289.6195416666667,-31.151666666666664
,AT2023clj (= ATLAS23cmq),-,11:27:47.94,39:56:15.5,2023-02-26.54,15.41,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/02/22.255, Type unknown",171.94975,39.937638888888884
ASASSN-23bg,,-,20:0:24.01,19:59:39.9,2023-02-26.64,14.05,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=20.9, g>17.6 on 2022-12-12.06, g=14.5 on 2023-02-26.65, g=14.3 on 2023-02-26.65.",300.10004166666664,19.994416666666666
,AT2023cho (= ZTF23aacrslq),-,16:15:1.59,39:1:14.1,2023-02-24.5,17.41,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.071820, discovered 2023/02/19.488, Type unknown",243.756625,39.020583333333335
ASASSN-23bf,,-,8:45:17.27,-13:36:50.5,2023-02-24.22,15.63,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.5 on 2023-02-23.27, g=16.0 on 2023-02-24.23, g=16.7 on 2023-02-25.24, g=16.8 on 2023-02-26.26.",131.32195833333333,-13.614027777777778
ASASSN-23bd,AT 20203clx,-,11:40:9.18,15:19:39.3,2014-05-4.33,16.4,SDSS,DSS,VIZIER,-,"Nuclear source, so could be a TDE, posted to TNS",175.03824999999998,15.327583333333333
,2023bak (= ZTF23aabqqsl),-,15:48:25.6,19:29:29,2023-02-21.35,16.81,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.037 discovered 2023/01/28.538, Type Ia",237.10666666666668,19.49138888888889
ASASSN-23bc,,-,4:1:53.65,-57:32:9.1,2023-02-21.13,16.08,SDSS,DSS,VIZIER,-,"CV candidate, matches to DES DR2 g=21.6, g>18.4 on 2023-02-19.15, g=16.4 on 2023-02-21.12, g=16.6 on 2023-02-22.07",60.47354166666666,-57.53586111111111
,2023boc (= ZTF23aacfiuv),-,7:46:56.35,7:17:55.6,2023-02-21.12,15.66,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.016905 discovered 2023/02/12.234, Type Ia",116.73479166666667,7.298777777777778
ASASSN-23bb,,-,15:21:26.66,-46:39:59.3,2023-02-20.24,16.26,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=20.7, g>17.8 on 2023-02-14.01, g=16.6 on 2023-02-18.24, g=16.7 on 2023-02-20.24, g=16.8 on 2023-02-21.33",230.36108333333334,-46.66647222222222
,AT2023bsg (= XM121HT),-,12:29:49.66,22:22:17.4,2023-02-19.21,16.32,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/02/13.922, Type unknown",187.45691666666664,22.3715
ASASSN-23az,AT 2023chd,-,17:23:53.96,-60:1:34,2023-02-19.35,14.58,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",260.9748333333333,-60.02611111111111
ASASSN-23ba,,-,10:2:29.22,-25:20:33.9,2023-02-19.03,14.71,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.2 on 2023-02-18.09, g=14.9 on 2023-02-19.03, g=15.1 on 2023-02-19.80, g=15.3 on 2023-02-20.25",150.62175,-25.34275
ASASSN-23ay,AT 2023bzq,-,4:49:13.32,-54:23:51.8,2023-02-16.08,,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",72.3055,-54.39772222222222
,2023bmp (= ATLAS23bvu),-,3:50:37.84,13:54:37.4,2023-02-15.07,16.85,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.032 discovered 2023/02/10.031, Type Ia",57.65766666666667,13.910388888888889
,2023bhm (= ZTF21abyguqw),-,4:42:54.95,0:37:6.3,2023-02-15.11,15,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.015419 discovered 2023/02/02.138, Type Ia-19bg",70.72895833333334,0.6184166666666667
,2023bbp (= ZTF23aabntjw),-,11:31:9.03,22:46:15.9,2023-02-13.97,15.55,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.022 discovered 2023/01/28.382, Type Ia",172.78762500000002,22.771083333333333
,AT2023bms (= ATLAS23bwb),-,8:31:36.46,-5:34:23.6,2023-02-14.3,17.13,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.044995, discovered 2023/02/09.941, Type unknown",127.90191666666666,-5.573222222222222
,SN2023bip (= ZTF23aabplmy),-,11:59:54.55,26:4:7.3,2023-02-13.99,16.58,SDSS,DSS,VIZIER,-,"known SN, z=0.031, discovered 2023/02/02.482, Type II",179.97729166666664,26.068694444444443
,AT2023bmj (= ZTF22aatlhve),-,11:7:21.65,24:59:13,2023-02-14.25,17.18,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.048649, discovered 2023/02/09.390, Type unknown",166.84020833333335,24.986944444444447
ASASSN-23aw,,-,16:53:15.99,-61:55:27.5,2023-02-14.38,14.36,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR3 G=18.9, g>17.8 on 2023-02-02.35, g=16.9 on 2023-02-12.33, g=14.7 on 2023-02-14.38",253.31662499999996,-61.924305555555556
ASASSN-23av,,-,6:44:28.8,-4:7:56,2023-02-14.18,16.14,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.6, g>17.3 on 2023-02-10.94, g=16.7 on 2023-02-12.29, g=16.7 on 2023-02-14.13, g=16.4 on 2023-02-14.18",101.12,-4.132222222222222
,AT2023bbv (= ATLAS23bnw),-,3:49:24.45,-50:18:1.9,2023-02-13.11,16.89,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/01/29.795, Type unknown",57.35187499999999,-50.30052777777777
,AT2023bpg (= ATLAS23byo),-,12:53:5.02,-15:20:32.4,2023-02-13.2,15.79,SDSS,DSS,VIZIER,-,"known SN candidate, zhost=0.014023, discovered 2023/02/12.354, Type unknown",193.27091666666666,-15.342333333333334
,SN2023bhb (= ZTF23aabtfho),-,12:14:43.41,19:10:6.1,2023-02-12.06,16.22,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.028135, discovered 2023/02/04.351, Type Ia",183.680875,19.168361111111114
ASASSN-23au,,-,17:43:33.02,-33:13:25.3,2023-02-12.37,16.17,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.0 on 2022-10-26.76, g=16.0 on 2023-01-30.38, g=15.9 on 2023-02-06.35, g=16.5 on 2023-02-12.38",265.8875833333333,-33.22369444444445
ASASSN-23aq,AT 2023bpw,-,17:40:0.12,-59:35:13.6,2023-02-12.33,15.14,SDSS,DSS,VIZIER,-,"SN candidate, posted to TNS",265.00050000000005,-59.58711111111111
ASASSN-23ax,,-,12:8:42.72,-0:49:27.4,2023-02-11.99,15.38,SDSS,DSS,VIZIER,-,"CV candidate, matches to PS1 g=21.5, g>16.0 on 2023-02-06.28, g=15.7 on 2023-02-11.98, g=16.2 on 2023-02-14.30",182.178,-0.8242777777777778
ASASSN-23as,,-,9:9:31.13,-26:6:26.8,2023-02-11.29,15.43,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>17.6 on 2023-02-10.26, g=16.1 on 2023-02-10.79, g=15.9 on 2023-02-11.29, g=16.1 on 2023-02-13.16.",137.37970833333335,-26.107444444444447
ASASSN-23ar,,-,16:17:22.96,-53:23:44.6,2023-02-11.36,15.19,SDSS,DSS,VIZIER,-,"CV candidate, matches to GAIA DR2 G=20.3, g>17.1 on 2023-02-08.33, g=16.7 on 2023-02-09.38, g=15.7 on 2023-02-12.31, g=15.9 on 2023-02-13.37.",244.34566666666672,-53.39572222222222
ASASSN-23ap,,-,6:51:50.73,-30:33:37.6,2023-02-7.23,12.55,SDSS,DSS,VIZIER,-,"Possible bright M-dwarf flare event, matches PS1 g=15.7, g>16.4 on 2023-02-06.20, g=12.9 on 2023-02-07.23",102.96137499999999,-30.560444444444446
,AT2023bhw (= ATLAS23bsa),-,9:37:29.85,-30:2:53.4,2023-02-4.32,14.75,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/02/03.163, Type unknown",144.37437500000001,-30.048166666666667
,2023bee (= DLT23b),-,8:56:11.69,-3:19:31.7,2023-02-2.33,16.26,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.0067 discovered 2023/02/01.750, Type Ic",134.04870833333334,-3.325472222222222
,SN2023qp (= ATLAS23api),-,11:34:51.4,-26:0:57.3,2023-02-1.13,15.89,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.02, discovered 2023/01/15.061, Type Ia",173.71416666666667,-26.015916666666666
,AT2023acs (= ATLAS23bcd),-,11:4:27.47,-6:24:54.5,2023-01-31.24,17.17,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/01/20.561, Type unknown",166.11445833333335,-6.415138888888889
,2023nj (= ZTF23aaajtan),-,9:32:49.1,-5:32:9.6,2023-01-31.28,16.23,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.04 discovered 2023/01/13.380, Type Ia",143.20458333333332,-5.536
,2023azu (= ATLAS23bmo),-,7:26:33.54,-84:31:11.8,2023-01-29.84,16.45,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.0155 discovered 2023/01/28.191, Type Ia",111.63975,-84.51994444444445
,2023ip (= ZTF23aaabeyy),-,11:44:1.44,30:2:43.5,2023-01-30.26,16.55,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.039 discovered 2023/01/13.466, Type Ia",176.006,30.045416666666668
,AT2023agl (= ATLAS23bem),-,4:0:11.95,-33:21:24.9,2023-01-30.08,17.06,SDSS,DSS,VIZIER,-,"known SN candidate, z unknown, discovered 2023/01/23.810, Type unknown",60.049791666666664,-33.35691666666667
ASASSN-23ao,,-,7:18:11.48,-24:47:44.8,2023-01-30.3,13.92,SDSS,DSS,VIZIER,-,"Star Undergoing Deep Dimming Events, matches PS1 g=13.3, full ASAS-SN lightcurve and the last 100 days",109.54783333333333,-24.79577777777778
,SN2023wl (= ATLAS23axf),-,11:15:47.94,0:51:8.8,2023-01-29.36,17.19,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.0458, discovered 2023/01/19.281, Type Ia",168.94975,0.8524444444444444
,SN2023wn (= ATLAS23axn),-,13:36:4.64,-1:35:40.6,2023-01-29.33,17.46,SDSS,DSS,VIZIER,-,"known SN candidate, z=0.015, discovered 2023/01/19.351, Type II",204.01933333333332,-1.5946111111111112
ASASSN-23an,,-,12:1:42.57,-53:45:19.5,2023-01-29.24,14.94,SDSS,DSS,VIZIER,-,"CV candidate, no Vizier match, g>18.5 on 2023-01-26.26, g=17.5 on 2023-01-28.17, g=15.3 on 2023-01-29.24, g=17.0 on 2023-02-01.27",180.427375,-53.75541666666667
